kcc,R,phi_center,mode
20000.0,19.774942613933447,1.1094528962570256,soft
50000.0,19.92629568052507,0.9960845306316719,soft
100000.0,20.130620670982818,0.9567909525902121,soft
200000.0,19.845110531546908,0.9447798490555849,soft
500000.0,19.907051909633196,0.9216430636396769,soft
20000.0,19.15808736991619,0.8869414605253046,hard
