time_game,time_total,particles,ups
38.75,2.4525444507598877,2,730.3406093911601
39.375,2.4770565032958984,2,684.6905051616388
40.0,2.503117322921753,2,798.182697641357
40.625,2.529390335083008,2,738.817953261216
41.25,2.5559957027435303,2,780.683607957988
41.875,2.5894598960876465,4,635.3920756912617
42.5,2.6207916736602783,4,654.9684927733313
43.125,2.651731491088867,4,643.5394256168968
43.75,2.6825051307678223,4,649.4230136215294
44.375,2.7236783504486084,4,533.0942227939904
45.0,2.7539894580841064,4,584.1453489370566
45.625,2.7832815647125244,4,683.2891325441606
46.25,2.813261032104492,4,685.7611838622963
46.875,2.8430325984954834,4,674.0089608820159
47.5,2.8741586208343506,4,636.1026954411788
48.125,2.9042627811431885,4,651.9006179028526
48.75,2.9337410926818848,4,673.1981925762947
49.375,2.963221549987793,4,691.9699550575623
50.0,2.9936587810516357,4,658.0328155774671
50.625,3.023756980895996,4,641.8031896777333
51.25,3.053609609603882,4,706.4639223067171
51.875,3.0827207565307617,4,670.9787564169673
52.5,3.1119887828826904,4,685.3713415321104
53.125,3.1406002044677734,4,684.6339490155816
53.75,3.169835329055786,4,699.8646287049451
54.375,3.1996524333953857,4,667.3268308398192
55.0,3.2291388511657715,4,671.047938632518
55.625,3.2586917877197266,4,680.9051190207821
56.25,3.288170576095581,4,684.2308731967642
56.875,3.3169138431549072,4,683.4886202036571
57.5,3.34771728515625,4,665.8342628834434
58.125,3.3774538040161133,4,667.6660068630414
58.75,3.406109571456909,4,685.2219048881551
59.375,3.4361729621887207,4,709.5272696109307
60.0,3.4648704528808594,4,666.8097640707497
60.625,3.493086338043213,4,702.0996218907665
61.25,3.52221417427063,4,692.0041207437207
61.875,3.552060604095459,4,659.6517757912425
62.5,3.582779884338379,4,671.2543996040472
63.125,3.626127004623413,8,527.6114087034107
63.75,3.667708396911621,8,508.7978267486014
64.375,3.7141051292419434,8,433.57189685668567
65.0,3.7563161849975586,8,463.44537527954157
65.625,3.796971321105957,8,495.65652471481934
66.25,3.8371894359588623,8,483.93268475344115
66.875,3.876768112182617,8,499.86278767288724
67.5,3.915511131286621,8,522.0223343737695
68.125,3.9537854194641113,8,510.02539056462535
68.75,3.993131399154663,8,521.3603825268386
69.375,4.033212661743164,8,498.5428713473512
70.0,4.073885679244995,8,498.4718846005922
70.625,4.112823724746704,8,500.5362996375575
71.25,4.152222156524658,8,516.6518572578835
71.875,4.192791700363159,8,496.52945767979736
72.5,4.231435537338257,8,511.82967618242884
73.125,4.269760608673096,8,515.7161931639113
73.75,4.307810068130493,8,516.6503491225158
74.375,4.345938205718994,8,525.2313249787583
75.0,4.384421348571777,8,530.267271412544
75.625,4.423974514007568,8,504.44157021871916
76.25,4.463142156600952,8,513.9735399672483
76.875,4.5021185874938965,8,511.8849184316
77.5,4.5430426597595215,8,497.2066310141311
78.125,4.580995321273804,8,505.36750829521174
78.75,4.619310617446899,8,529.438837692035
79.375,4.658052444458008,8,521.0233983236818
80.0,4.699546813964844,8,485.43530260465604
80.625,4.738082408905029,8,515.9985079059683
81.25,4.776460409164429,8,513.5088385240591
81.875,4.814971208572388,8,514.254994165289
82.5,4.855149030685425,8,513.3885443474493
83.125,4.894000291824341,8,497.7376579113512
83.75,4.934128284454346,8,522.5890283199034
84.375,5.001506328582764,16,363.8795145459961
85.0,5.063938140869141,16,327.8326887518202
85.625,5.126272916793823,16,319.2581462201147
86.25,5.190223455429077,16,314.1785035750291
86.875,5.254644155502319,16,312.6106886094408
87.5,5.316569089889526,16,315.90702766259113
88.125,5.378432035446167,16,320.94005138478144
88.75,5.4373674392700195,16,332.02147774707873
89.375,5.498041152954102,16,339.67432839883435
90.0,5.557024002075195,16,331.49173102887124
90.625,5.6157386302948,16,344.13224920655233
91.25,5.67352819442749,16,335.6167071814028
91.875,5.733873605728149,16,346.24841659014265
92.5,5.79317045211792,16,334.8519146660206
93.125,5.850977182388306,16,346.06431866196004
93.75,5.9093475341796875,16,338.5061415921509
94.375,5.96695613861084,16,351.75341690513017
95.0,6.024829864501953,16,344.94365378870845
95.625,6.082856893539429,16,343.77660778995653
96.25,6.141541242599487,16,343.1101542442317
96.875,6.200191497802734,16,340.14853231234423
97.5,6.257766246795654,16,349.29998100920403
98.125,6.316857099533081,16,338.12464978967535
98.75,6.373024940490723,16,341.6665287085987
99.375,6.4306347370147705,16,356.2318451048459
100.0,6.488448619842529,16,346.4878064217588
100.625,6.545678377151489,16,349.5067402557822
101.25,6.602665901184082,16,348.5068754425342
101.875,6.661454916000366,16,343.9127368284349
102.5,6.719773054122925,16,340.7296715619158
103.125,6.777845621109009,16,347.68353670506934
103.75,6.834608316421509,16,344.92869195283026
104.375,6.891505718231201,16,358.96061446763446
105.0,6.9519007205963135,17,337.78747211501206
105.625,7.04964542388916,29,250.72703632474906
106.25,7.148927211761475,32,217.54535246689076
106.875,7.248104810714722,32,205.37944000407683
107.5,7.347223281860352,32,201.3259123235234
108.125,7.444781541824341,32,203.7941560434354
108.75,7.542428970336914,32,205.9825934657627
109.375,7.641913652420044,32,201.77174355212938
110.0,7.737238645553589,32,201.53679667485304
110.625,7.837960958480835,32,205.85308880256076
111.25,7.937304973602295,32,199.55053238202476
111.875,8.038637638092041,32,200.821504546911
112.5,8.139127492904663,32,196.1485448608186
113.125,8.235608339309692,32,201.02844342479565
113.75,8.334939241409302,32,207.4676550918248
114.375,8.43495774269104,32,202.33004494099296
115.0,8.5317223072052,32,200.9816587321287
115.625,8.630983114242554,32,201.8848779773981
116.25,8.734716176986694,32,199.37714977001852
116.875,8.833796262741089,32,194.59054626948497
117.5,8.938217401504517,32,197.65006133868795
118.125,9.04430079460144,32,190.581551213842
118.75,9.150238990783691,32,187.84262436032225
119.375,9.259026527404785,32,184.83985983000792
120.0,9.363294124603271,32,187.1362048805167
120.625,9.468560457229614,32,192.7536111074322
121.25,9.57540225982666,32,184.51214637699314
121.875,9.684012174606323,32,187.05924866087466
122.5,9.796657085418701,32,186.5774885953982
123.125,9.904370069503784,32,177.15759078609395
123.75,10.004886150360107,32,191.6687167185885
124.375,10.110645294189453,32,197.44199482391977
125.0,10.212944746017456,32,192.41065976398733
125.625,10.316259860992432,32,195.3239142458912
126.25,10.425687313079834,34,184.92285840982086
126.875,10.588092803955078,50,149.06536722745878
127.5,10.774338245391846,64,119.02161353332346
128.125,10.961070537567139,64,110.7173890049635
128.75,11.152361631393433,64,106.69487508327232
129.375,11.333930730819702,64,105.75877021106871
130.0,11.53322720527649,64,106.49331145760914
130.625,11.731849908828735,64,100.04646357914575
131.25,11.926878452301025,64,102.27351623114885
131.875,12.114473342895508,64,101.96378060984077
132.5,12.297254085540771,64,109.62705795816892
133.125,12.488546371459961,64,107.57809641280524
133.75,12.677391529083252,64,105.0532112642423
134.375,12.864197969436646,64,105.82183984158839
135.0,13.048028230667114,64,108.41163431453492
135.625,13.239583730697632,64,106.71150769504285
136.25,13.430761575698853,64,104.75334047803138
136.875,13.622435092926025,64,104.00666270891904
137.5,13.809831619262695,64,105.58483933452486
138.125,14.000964879989624,64,106.05673748082991
138.75,14.18621039390564,64,105.28173180852257
139.375,14.37028431892395,64,107.8898760478818
140.0,14.54918384552002,64,111.3304047938836
140.625,14.736223936080933,64,111.36417072190325
141.25,14.92670464515686,64,104.58155586146476
141.875,15.112117528915405,64,108.13950831459464
142.5,15.291055679321289,64,107.99046154759459
143.125,15.478014469146729,64,106.93348767617167
143.75,15.663679361343384,64,111.7403464539737
144.375,15.846752882003784,64,109.1964377194349
145.0,16.042696952819824,64,101.55645215449258
145.625,16.22102379798889,64,108.24182186394162
146.25,16.40647602081299,64,113.58318540769866
146.875,16.59034276008606,64,108.38016928194399
147.5,16.79201602935791,69,102.35495936261135
148.125,17.074054479599,93,83.27323989342422
148.75,17.387959480285645,113,68.13098874859848
149.375,17.74765920639038,128,61.43129304079706
150.0,18.10241389274597,128,56.93279772980004
150.625,18.45890474319458,128,56.112063939150154
151.25,17.17060160636902,128,56.034264212810314
151.875,17.52917742729187,128,56.220129331563385
152.5,17.886855363845825,128,55.14172958820313
153.125,18.239790439605713,128,55.48436664748102
153.75,18.595929622650146,128,57.45597695009233
154.375,18.937618732452393,128,57.15615950403134
155.0,19.298828125,128,57.29549020085926
155.625,19.646244287490845,128,56.68165133983786
156.25,19.99703884124756,128,56.94002408783969
156.875,20.33799719810486,128,57.17434288959869
157.5,20.689131259918213,128,59.07519216304624
158.125,21.031784296035767,128,58.19837784238606
158.75,21.380816221237183,128,57.20669769287653
159.375,21.730186700820923,128,57.72459289049831
160.0,22.062516450881958,128,58.09259674118162
160.625,22.402323961257935,128,60.41024555426725
161.25,22.733574151992798,128,58.74289632083529
161.875,23.062849044799805,128,60.86136351363852
162.5,23.38854694366455,128,60.969556297413135
163.125,23.733204126358032,128,60.38892144225718
163.75,24.06533646583557,128,58.38835652530216
164.375,24.395019054412842,128,60.682047585576335
165.0,24.72617220878601,128,59.987315442186286
165.625,25.063400983810425,128,60.48566846517301
166.25,25.402846813201904,128,58.95011212079248
166.875,25.741798639297485,128,60.19357211402473
167.5,26.076706647872925,128,59.10118870840346
168.125,26.407323122024536,129,59.745125383296084
168.75,26.757627725601196,138,58.78776881226667
169.375,27.21367621421814,171,50.162192804072674
170.0,27.763886213302612,208,40.80364500729883
170.625,28.407732009887695,245,34.15598985587479
171.25,29.069554805755615,256,31.17407446994622
171.875,29.71774697303772,256,30.956219910730628
172.5,30.38340735435486,256,30.57778050983289
173.125,31.035088777542114,256,30.10439371352922
173.75,31.69512152671814,256,30.34094821346539
174.375,32.34835243225098,256,30.677795552484106
175.0,33.013511657714844,256,30.567270368442298
175.625,33.68444776535034,256,29.831798001079317
176.25,34.338287353515625,256,30.507706180211922
176.875,34.98261904716492,256,30.35195526353813
177.5,35.656049966812134,256,30.574236894272897
178.125,36.30911707878113,256,30.038068505669436
178.75,36.96248507499695,256,30.754264372116413
179.375,37.62245059013367,256,30.11886140594667
180.0,38.27124905586243,256,30.75548737224225
180.625,38.93368053436279,256,30.816240090085092
181.25,39.58132982254028,256,30.182932323906236
181.875,40.24212622642517,256,30.747731813128006
182.5,40.904813289642334,256,30.134052099134518
183.125,41.55697417259216,256,30.980911565322337
183.75,42.21767330169678,256,30.367505578594198
184.375,42.85674810409546,256,30.38749677027087
185.0,43.50927543640137,256,30.740028215411378
185.625,44.16023898124695,256,30.85638467511613
186.25,44.810938358306885,256,30.6451015127152
186.875,45.46272301673889,256,31.060496417043026
187.5,46.134156942367554,256,30.377237337151264
188.125,46.78523921966553,256,29.838768408126263
188.75,47.444336891174316,256,30.743631351502742
189.375,48.097883224487305,256,30.487088338496196
190.0,48.82654786109924,273,28.761772957662018
190.625,48.0894033908844,322,25.56388148307969
191.25,49.11567711830139,383,21.516825840443353
191.875,50.33272647857666,451,18.46233218844749
192.5,51.70138740539551,512,15.699824357096048
193.125,53.0928590297699,512,14.866597740630175
193.75,54.50569796562195,512,14.1951998309866
194.375,55.89000129699707,512,13.881866756229378
195.0,57.250653982162476,512,14.759418486225664
195.625,58.573644399642944,512,15.129024458353841
196.25,59.92160654067993,512,14.986648473565022
196.875,61.2318012714386,512,14.908130701879365
197.5,62.56077980995178,512,14.977934562967334
198.125,63.90762281417847,512,15.097937979716768
198.75,65.22284030914307,512,15.040582164143276
199.375,66.5804295539856,512,14.807529137550414
200.0,67.97376298904419,512,14.914476962502224
200.625,69.2964358329773,512,14.442111657482823
201.25,70.6117308139801,512,15.318686878921946
201.875,71.92777180671692,512,15.098335986967678
202.5,73.22788095474243,512,15.37364928961309
203.125,74.55415058135986,512,15.115781706938858
203.75,75.857919216156,512,15.244040007194949
204.375,77.18223834037781,512,15.369857873693437
205.0,78.55872964859009,512,14.757873603775508
205.625,79.88120079040527,512,14.680993588916836
206.25,79.59191966056824,512,15.156981241240294
206.875,80.92246723175049,512,15.042908452225511
207.5,82.22880029678345,512,15.128047824623925
208.125,83.5549464225769,512,15.286449404753313
208.75,84.90041446685791,512,14.92686107500718
209.375,86.29532480239868,512,14.757819645303988
210.0,87.62452054023743,512,14.473440170220943
210.625,88.9521803855896,512,15.169061066578104
211.25,90.37103796005249,536,14.296489345472734
211.875,91.9681761264801,610,13.436186047652102
212.5,93.80890560150146,698,11.849161189971063
213.125,96.20246815681458,847,9.490677455826072
213.75,98.72543811798096,954,8.33065957691051
214.375,101.39613366127014,1024,7.935063468412845
215.0,104.040278673172,1024,7.612113508512785
215.625,106.74778127670288,1024,7.476239097268237
216.25,109.39958381652832,1024,7.387581139748426
216.875,110.41142868995667,1024,7.535056059964954
217.5,113.0552875995636,1024,7.6047084270786725
218.125,115.74597692489624,1024,7.438278682765834
218.75,118.43880081176758,1024,7.422043209295421
219.375,121.14335536956787,1024,7.401869945138992
220.0,123.80911040306091,1024,7.488544438457773
220.625,126.5764844417572,1024,7.400790360752005
221.25,129.2876148223877,1024,7.25603688128039
221.875,131.99222922325134,1024,7.379734332959877
222.5,134.67635869979858,1024,7.399503132093277
223.125,137.41372799873352,1024,7.4184814417448575
223.75,140.12485766410828,1024,7.308481637908067
224.375,141.17334365844727,1024,7.452673527643523
225.0,143.90075731277466,1024,7.407722471566901
225.625,146.5848355293274,1024,7.3388634071293275
226.25,149.29804348945618,1024,7.454732281596848
226.875,152.04725003242493,1024,7.260603464252029
227.5,154.74903225898743,1024,7.358374234799534
228.125,157.4446976184845,1024,7.434397179597107
228.75,160.23258566856384,1024,7.3013375399766955
229.375,162.94094347953796,1024,7.31162656445097
230.0,165.67783403396606,1024,7.350554013794588
230.625,168.50069546699524,1024,7.171390954916316
231.25,171.27684044837952,1024,7.102797421212389
231.875,172.47373986244202,1024,7.157516270437745
232.5,175.30875444412231,1052,7.049505302547936
233.125,178.40702104568481,1144,6.781659040830318
233.75,181.9090006351471,1297,6.121748730869298
234.375,186.08034873008728,1508,5.253835589794364
235.0,190.90396571159363,1751,4.560405006176943
235.625,196.4312620162964,1966,3.8138195811227202
236.25,201.89882969856262,2048,3.737015618015307
236.875,205.88589715957642,2048,3.678957230594394
237.5,211.45880603790283,2048,3.556408561255004
238.125,217.02291560173035,2048,3.576984013404743
238.75,222.69893598556519,2048,3.5615483459677306
239.375,228.29102277755737,2048,3.560327017210681
240.0,232.4508056640625,2048,3.5697768579872866
240.625,238.1334743499756,2048,3.4432661947167045
241.25,243.81264853477478,2048,3.4932799051360512
241.875,249.46756410598755,2048,3.5347452578219287
242.5,255.19992184638977,2048,3.520383517735604
243.125,260.8682403564453,2048,3.4934108787906055
243.75,264.99100732803345,2048,3.492979639412348
244.375,270.72001814842224,2048,3.4893027365209095
